participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt
131,\LEFT,right,8,27,0.6,7,NaN,NaN,NaN,NaN,NaN
131,\RIGHT,right,1,28,0.6,5,NaN,NaN,NaN,NaN,NaN
131,\LEFT,left,9,29,0.6,11,NaN,NaN,NaN,NaN,NaN
131,\RIGHT,left,3,30,0.6,11,NaN,NaN,NaN,NaN,NaN
131,\LEFT,right,3,31,0.6,3,NaN,NaN,NaN,NaN,NaN
131,\RIGHT,left,9,32,0.6,11,NaN,NaN,NaN,NaN,NaN
131,\LEFT,right,1,33,0.6,9,NaN,NaN,NaN,NaN,NaN
131,\RIGHT,left,6,34,0.6,6,NaN,NaN,NaN,NaN,NaN
131,\RIGHT,right,7,35,0.6,1,NaN,NaN,NaN,NaN,NaN
131,\LEFT,left,4,36,0.6,4,NaN,NaN,NaN,NaN,NaN
131,\LEFT,left,8,37,0.6,10,NaN,NaN,NaN,NaN,NaN
131,\LEFT,left,10,38,0.6,6,NaN,NaN,NaN,NaN,NaN
131,\RIGHT,left,7,39,0.6,10,NaN,NaN,NaN,NaN,NaN
131,\RIGHT,right,6,40,0.6,10,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,8,1,0.6,2,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,7,2,0.6,6,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,7,3,0.6,11,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,4,4,0.6,7,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,2,5,0.6,9,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,3,6,0.6,8,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,8,7,0.6,3,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,1,8,0.6,11,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,6,9,0.6,7,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,9,10,0.6,1,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,5,11,0.6,8,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,4,12,0.6,5,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,8,13,0.6,7,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,2,14,0.6,10,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,6,15,0.6,8,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,8,16,0.6,7,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,5,17,0.6,2,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,9,18,0.6,3,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,9,19,0.6,8,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,4,20,0.6,5,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,6,21,0.6,4,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,9,22,0.6,4,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,7,23,0.6,11,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,3,24,0.6,1,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,10,25,0.6,5,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,10,26,0.6,10,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,10,27,0.6,1,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,10,28,0.6,2,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,5,29,0.6,8,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,4,30,0.6,5,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,1,31,0.6,5,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,3,32,0.6,4,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,1,33,0.6,9,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,3,34,0.6,6,NaN,NaN,NaN,NaN,NaN
132,\LEFT,right,2,35,0.6,6,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,left,1,36,0.6,11,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,2,37,0.6,11,NaN,NaN,NaN,NaN,NaN
132,\LEFT,left,7,38,0.6,10,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,5,39,0.6,8,NaN,NaN,NaN,NaN,NaN
132,\RIGHT,right,6,40,0.6,8,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,8,1,0.6,9,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,3,2,0.6,6,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,9,3,0.6,1,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,1,4,0.6,3,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,9,5,0.6,11,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,9,6,0.6,10,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,4,7,0.6,11,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,6,8,0.6,2,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,1,9,0.6,9,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,4,10,0.6,11,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,10,11,0.6,5,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,2,12,0.6,2,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,2,13,0.6,10,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,5,14,0.6,10,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,7,15,0.6,10,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,8,16,0.6,9,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,9,17,0.6,8,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,2,18,0.6,2,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,6,19,0.6,5,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,5,20,0.6,11,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,8,21,0.6,10,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,10,22,0.6,9,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,3,23,0.6,3,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,6,24,0.6,8,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,4,25,0.6,5,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,10,26,0.6,9,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,10,27,0.6,6,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,7,28,0.6,9,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,1,29,0.6,11,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,7,30,0.6,9,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,6,31,0.6,11,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,left,2,32,0.6,8,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,4,33,0.6,3,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,8,34,0.6,10,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,1,35,0.6,9,NaN,NaN,NaN,NaN,NaN
133,\LEFT,left,3,36,0.6,2,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,5,37,0.6,3,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,7,38,0.6,4,NaN,NaN,NaN,NaN,NaN
133,\RIGHT,right,5,39,0.6,4,NaN,NaN,NaN,NaN,NaN
133,\LEFT,right,3,40,0.6,10,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,6,1,0.6,9,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,5,2,0.6,1,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,5,3,0.6,2,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,2,4,0.6,3,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,2,5,0.6,1,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,10,6,0.6,1,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,7,7,0.6,8,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,9,8,0.6,2,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,1,9,0.6,8,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,2,10,0.6,8,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,3,11,0.6,5,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,9,12,0.6,4,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,10,13,0.6,9,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,7,14,0.6,10,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,1,15,0.6,6,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,4,16,0.6,9,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,3,17,0.6,6,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,3,18,0.6,8,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,7,19,0.6,2,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,1,20,0.6,2,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,8,21,0.6,1,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,9,22,0.6,3,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,10,23,0.6,11,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,7,24,0.6,5,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,8,25,0.6,2,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,6,26,0.6,1,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,6,27,0.6,8,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,8,28,0.6,2,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,2,29,0.6,3,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,left,4,30,0.6,1,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,5,31,0.6,8,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,6,32,0.6,2,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,10,33,0.6,6,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,5,34,0.6,1,NaN,NaN,NaN,NaN,NaN
134,\LEFT,right,9,35,0.6,1,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,8,36,0.6,11,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,1,37,0.6,8,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,3,38,0.6,6,NaN,NaN,NaN,NaN,NaN
134,\RIGHT,right,4,39,0.6,6,NaN,NaN,NaN,NaN,NaN
134,\LEFT,left,4,40,0.6,5,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,1,1,0.6,6,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,7,2,0.6,6,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,2,3,0.6,9,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,9,4,0.6,9,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,8,5,0.6,3,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,7,6,0.6,9,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,9,7,0.6,4,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,1,8,0.6,7,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,5,9,0.6,2,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,1,10,0.6,7,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,2,11,0.6,10,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,5,12,0.6,9,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,3,13,0.6,9,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,10,14,0.6,8,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,5,15,0.6,11,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,4,16,0.6,7,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,3,17,0.6,9,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,6,18,0.6,1,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,8,19,0.6,3,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,9,20,0.6,10,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,10,21,0.6,2,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,1,22,0.6,11,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,3,23,0.6,10,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,6,24,0.6,2,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,2,25,0.6,3,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,9,26,0.6,5,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,8,27,0.6,9,NaN,NaN,NaN,NaN,NaN
135,\LEFT,right,4,28,0.6,11,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,8,29,0.6,4,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,10,30,0.6,9,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,5,31,0.6,7,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,10,32,0.6,10,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,7,33,0.6,10,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,3,34,0.6,6,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,4,35,0.6,10,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,7,36,0.6,4,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,6,37,0.6,1,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,right,2,38,0.6,9,NaN,NaN,NaN,NaN,NaN
135,\LEFT,left,6,39,0.6,2,NaN,NaN,NaN,NaN,NaN
135,\RIGHT,left,4,40,0.6,11,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,7,1,0.6,4,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,1,2,0.6,7,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,3,3,0.6,7,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,6,4,0.6,10,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,7,5,0.6,1,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,2,6,0.6,2,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,10,7,0.6,7,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,6,8,0.6,5,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,2,9,0.6,4,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,9,10,0.6,4,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,6,11,0.6,5,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,4,12,0.6,5,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,1,13,0.6,11,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,3,14,0.6,6,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,2,15,0.6,9,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,8,16,0.6,11,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,8,17,0.6,9,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,1,18,0.6,11,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,8,19,0.6,1,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,3,20,0.6,4,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,4,21,0.6,5,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,7,22,0.6,11,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,9,23,0.6,9,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,9,24,0.6,6,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,10,25,0.6,11,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,4,26,0.6,9,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,4,27,0.6,3,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,5,28,0.6,7,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,5,29,0.6,8,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,10,30,0.6,8,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,6,31,0.6,7,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,9,32,0.6,3,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,3,33,0.6,5,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,1,34,0.6,3,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,8,35,0.6,6,NaN,NaN,NaN,NaN,NaN
136,\LEFT,right,2,36,0.6,9,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,right,10,37,0.6,11,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,5,38,0.6,3,NaN,NaN,NaN,NaN,NaN
136,\LEFT,left,7,39,0.6,5,NaN,NaN,NaN,NaN,NaN
136,\RIGHT,left,5,40,0.6,9,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,9,1,0.6,10,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,6,2,0.6,3,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,2,3,0.6,11,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,8,4,0.6,3,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,8,5,0.6,7,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,9,6,0.6,11,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,1,7,0.6,5,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,5,8,0.6,11,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,7,9,0.6,2,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,7,10,0.6,9,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,3,11,0.6,6,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,2,12,0.6,5,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,9,13,0.6,11,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,4,14,0.6,6,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,1,15,0.6,7,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,10,16,0.6,3,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,6,17,0.6,1,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,6,18,0.6,7,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,5,19,0.6,11,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,4,20,0.6,3,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,4,21,0.6,5,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,3,22,0.6,11,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,3,23,0.6,9,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,6,24,0.6,4,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,10,25,0.6,3,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,2,26,0.6,11,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,8,27,0.6,5,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,5,28,0.6,3,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,1,29,0.6,3,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,3,30,0.6,8,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,4,31,0.6,5,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,10,32,0.6,4,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,1,33,0.6,4,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,right,10,34,0.6,11,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,7,35,0.6,10,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,2,36,0.6,9,NaN,NaN,NaN,NaN,NaN
137,\RIGHT,left,8,37,0.6,7,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,5,38,0.6,8,NaN,NaN,NaN,NaN,NaN
137,\LEFT,right,9,39,0.6,6,NaN,NaN,NaN,NaN,NaN
137,\LEFT,left,7,40,0.6,6,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,8,1,0.6,5,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,8,2,0.6,6,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,5,3,0.6,6,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,7,4,0.6,11,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,6,5,0.6,8,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,1,6,0.6,2,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,4,7,0.6,5,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,2,8,0.6,4,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,2,9,0.6,1,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,10,10,0.6,7,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,6,11,0.6,2,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,4,12,0.6,3,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,9,13,0.6,5,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,7,14,0.6,8,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,2,15,0.6,1,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,1,16,0.6,5,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,4,17,0.6,4,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,10,18,0.6,8,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,1,19,0.6,8,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,7,20,0.6,4,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,7,21,0.6,9,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,8,22,0.6,3,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,3,23,0.6,8,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,9,24,0.6,9,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,3,25,0.6,7,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,1,26,0.6,7,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,2,27,0.6,9,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,9,28,0.6,5,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,5,29,0.6,8,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,10,30,0.6,7,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,9,31,0.6,8,NaN,NaN,NaN,NaN,NaN
138,\LEFT,left,3,32,0.6,8,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,5,33,0.6,2,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,5,34,0.6,6,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,left,10,35,0.6,9,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,3,36,0.6,2,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,6,37,0.6,5,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,8,38,0.6,11,NaN,NaN,NaN,NaN,NaN
138,\LEFT,right,4,39,0.6,11,NaN,NaN,NaN,NaN,NaN
138,\RIGHT,right,6,40,0.6,2,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,9,1,0.6,4,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,8,2,0.6,11,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,10,3,0.6,6,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,2,4,0.6,11,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,8,5,0.6,8,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,3,6,0.6,10,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,9,7,0.6,2,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,7,8,0.6,10,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,6,9,0.6,8,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,1,10,0.6,2,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,10,11,0.6,11,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,5,12,0.6,11,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,4,13,0.6,10,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,9,14,0.6,11,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,8,15,0.6,2,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,2,16,0.6,10,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,7,17,0.6,10,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,5,18,0.6,6,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,10,19,0.6,5,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,9,20,0.6,9,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,3,21,0.6,6,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,2,22,0.6,1,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,1,23,0.6,4,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,7,24,0.6,10,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,10,25,0.6,2,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,5,26,0.6,10,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,7,27,0.6,8,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,6,28,0.6,7,NaN,NaN,NaN,NaN,NaN
139,\LEFT,right,4,29,0.6,6,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,3,30,0.6,10,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,4,31,0.6,5,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,1,32,0.6,4,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,6,33,0.6,10,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,8,34,0.6,8,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,3,35,0.6,1,NaN,NaN,NaN,NaN,NaN
139,\LEFT,left,2,36,0.6,1,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,5,37,0.6,9,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,6,38,0.6,3,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,left,1,39,0.6,11,NaN,NaN,NaN,NaN,NaN
139,\RIGHT,right,4,40,0.6,10,NaN,NaN,NaN,NaN,NaN
140,\RIGHT,left,2,1,0.6,10,NaN,NaN,NaN,NaN,NaN
140,\RIGHT,right,3,2,0.6,11,NaN,NaN,NaN,NaN,NaN
140,\RIGHT,right,2,3,0.6,7,NaN,NaN,NaN,NaN,NaN
140,\LEFT,right,10,4,0.6,9,NaN,NaN,NaN,NaN,NaN
140,\RIGHT,right,5,5,0.6,5,NaN,NaN,NaN,NaN,NaN
140,\RIGHT,right,1,6,0.6,11,NaN,NaN,NaN,NaN,NaN
140,\RIGHT,right,7,7,0.6,10,NaN,NaN,NaN,NaN,NaN
140,\RIGHT,left,9,8,0.6,5,NaN,NaN,NaN,NaN,NaN
140,\LEFT,left,6,9,0.6,2,NaN,NaN,NaN,NaN,NaN
140,\LEFT,left,5,10,0.6,10,NaN,NaN,NaN,NaN,NaN
